"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20160501OB-UV-2","Eucalyptol",13.147,157128220,"PC2"
"2","20160501OB-UV-2","Ocimene",14.001,3983033,"PC2"
"3","20160501OB-UV-2","gamma-terpinene",14.494,NA,"PC2"
"4","20160501OB-UV-2","terpinolene",15.882,2177912,"PC2"
"5","20160501OB-UV-2","linalool",16.701,438357994,"PC2"
"6","20160501OB-UV-2","camphor",18.747,7911584,"PC2"
"7","20160501OB-UV-2","endo-borneol",19.99,5026846,"PC2"
"8","20160501OB-UV-2","terpinen-4-ol",20.432,2519476,"PC2"
"9","20160501OB-UV-2","alpha-terpineol",21.169,22316388,"PC2"
"10","20160501OB-UV-2","octyl acetate",22.111,3700844,"PC2"
"11","20160501OB-UV-2","chavicol",23.917,NA,"PC2"
"12","20160501OB-UV-2","bornyl acetate",25.34,27441464,"PC2"
"13","20160501OB-UV-2","gamma-elemene",27.455,6268706,"PC2"
"14","20160501OB-UV-2","alpha-cubebene",28.129,NA,"PC2"
"15","20160501OB-UV-2","eugenol",28.48,1583186528,"PC2"
"16","20160501OB-UV-2","alpha-copaene",29.346,2522075,"PC2"
"17","20160501OB-UV-2","beta-elemene",29.659,2274487,"PC2"
"18","20160501OB-UV-2","sesquiterpene a",29.978,40409126,"PC2"
"19","20160501OB-UV-2","methyleugenol",30.5,5826188,"PC2"
"20","20160501OB-UV-2","trans-alpha-bergamotene",31,1623014,"PC2"
"21","20160501OB-UV-2","beta-ylangene",31.129,5251254,"PC2"
"22","20160501OB-UV-2","cis-alpha-bergamotene",31.879,156948414,"PC2"
"23","20160501OB-UV-2","alpha-copaene",32.28,3525420,"PC2"
"24","20160501OB-UV-2","humulene",32.644,13668488,"PC2"
"25","20160501OB-UV-2","cis-beta-farnesene",32.767,7731447,"PC2"
"26","20160501OB-UV-2","cis-muurola-4(15),5-diene",32.925,9624306,"PC2"
"27","20160501OB-UV-2","Germacrene D",33.71,37084333,"PC2"
"28","20160501OB-UV-2","bicyclogermacrene",34.367,22858679,"PC2"
"29","20160501OB-UV-2","alpha-bulnesene",34.592,27173282,"PC2"
"30","20160501OB-UV-2","gamma-cadinene",35.038,NA,"PC2"
"31","20160501OB-UV-2","delta-cadinene",35.284,7722994,"PC2"
"32","20160501OB-UV-2","sesquiterpene b",35.55,3706038,"PC2"
"33","20160501OB-UV-2","alpha-cadinene",35.97,2029540,"PC2"
"34","20160501OB-UV-2","nerolidol",37.08,NA,"PC2"
"35","20160501OB-UV-2","epicubenol",38.984,5659342,"PC2"
"36","20160501OB-UV-2","tau-cadinol",40.008,42773225,"PC2"
