"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20161017OB-UV-3","Eucalyptol",12.85,19661303,"U10.I"
"2","20161017OB-UV-3","Ocimene",13.675,3198729,"U10.I"
"3","20161017OB-UV-3","terpinolene",15.484,95467,"U10.I"
"4","20161017OB-UV-3","linalool",16.454,40510507,"U10.I"
"5","20161017OB-UV-3","camphor",18.412,280131,"U10.I"
"6","20161017OB-UV-3","endo-borneol",19.658,266539,"U10.I"
"7","20161017OB-UV-3","alpha-terpineol",20.847,1135959,"U10.I"
"8","20161017OB-UV-3","octyl acetate",21.77,1361751,"U10.I"
"9","20161017OB-UV-3","chavicol",23.6,98111,"U10.I"
"10","20161017OB-UV-3","bornyl acetate",25.005,2951619,"U10.I"
"11","20161017OB-UV-3","gamma-elemene",27.114,1273886,"U10.I"
"12","20161017OB-UV-3","eugenol",28.252,32108502,"U10.I"
"13","20161017OB-UV-3","alpha-copaene",29.001,295254,"U10.I"
"14","20161017OB-UV-3","beta-elemene",29.342,384001,"U10.I"
"15","20161017OB-UV-3","sesquiterpene a",29.653,8839090,"U10.I"
"16","20161017OB-UV-3","methyleugenol",29.833,186029,"U10.I"
"17","20161017OB-UV-3","trans-alpha-bergamotene",30.658,251020,"U10.I"
"18","20161017OB-UV-3","beta-ylangene",30.797,964921,"U10.I"
"19","20161017OB-UV-3","cis-alpha-bergamotene",31.623,26517691,"U10.I"
"20","20161017OB-UV-3","alpha-copaene",31.977,1413806,"U10.I"
"21","20161017OB-UV-3","humulene",32.347,2886803,"U10.I"
"22","20161017OB-UV-3","cis-beta-farnesene",32.438,968927,"U10.I"
"23","20161017OB-UV-3","cis-muurola-4(15),5-diene",32.606,1487999,"U10.I"
"24","20161017OB-UV-3","Germacrene D",33.4,6667125,"U10.I"
"25","20161017OB-UV-3","bicyclogermacrene",33.985,3562788,"U10.I"
"26","20161017OB-UV-3","alpha-bulnesene",34.263,3427678,"U10.I"
"27","20161017OB-UV-3","gamma-cadinene",34.731,5977323,"U10.I"
"28","20161017OB-UV-3","delta-cadinene",34.93,383644,"U10.I"
"29","20161017OB-UV-3","sesquiterpene b",35.202,556439,"U10.I"
"30","20161017OB-UV-3","alpha-cadinene",35.607,74274,"U10.I"
"31","20161017OB-UV-3","nerolidol",36.726,34978,"U10.I"
"32","20161017OB-UV-3","epicubenol",38.623,106726,"U10.I"
"33","20161017OB-UV-3","tau-cadinol",39.654,740115,"U10.I"
