"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20160501OB-UV-2","Eucalyptol",13.147,133802372,"FC2"
"2","20160501OB-UV-2","Ocimene",14.001,11785806,"FC2"
"3","20160501OB-UV-2","gamma-terpinene",14.494,1317264,"FC2"
"4","20160501OB-UV-2","terpinolene",15.882,2856151,"FC2"
"5","20160501OB-UV-2","linalool",16.701,339766743,"FC2"
"6","20160501OB-UV-2","camphor",18.747,2642599,"FC2"
"7","20160501OB-UV-2","endo-borneol",19.99,10292107,"FC2"
"8","20160501OB-UV-2","terpinen-4-ol",20.432,1732955,"FC2"
"9","20160501OB-UV-2","alpha-terpineol",21.169,14301601,"FC2"
"10","20160501OB-UV-2","octyl acetate",22.111,NA,"FC2"
"11","20160501OB-UV-2","chavicol",23.917,NA,"FC2"
"12","20160501OB-UV-2","bornyl acetate",25.34,16580811,"FC2"
"13","20160501OB-UV-2","gamma-elemene",27.455,4403561,"FC2"
"14","20160501OB-UV-2","alpha-cubebene",28.129,NA,"FC2"
"15","20160501OB-UV-2","eugenol",28.48,1079435289,"FC2"
"16","20160501OB-UV-2","alpha-copaene",29.346,2459064,"FC2"
"17","20160501OB-UV-2","beta-elemene",29.659,2094991,"FC2"
"18","20160501OB-UV-2","sesquiterpene a",29.978,36399826,"FC2"
"19","20160501OB-UV-2","methyleugenol",30.5,1913511,"FC2"
"20","20160501OB-UV-2","trans-alpha-bergamotene",31,NA,"FC2"
"21","20160501OB-UV-2","beta-ylangene",31.129,3853000,"FC2"
"22","20160501OB-UV-2","cis-alpha-bergamotene",31.879,122530146,"FC2"
"23","20160501OB-UV-2","alpha-copaene",32.28,3499523,"FC2"
"24","20160501OB-UV-2","humulene",32.644,9958707,"FC2"
"25","20160501OB-UV-2","cis-beta-farnesene",32.767,8883830,"FC2"
"26","20160501OB-UV-2","cis-muurola-4(15),5-diene",32.925,7301377,"FC2"
"27","20160501OB-UV-2","Germacrene D",33.71,28531815,"FC2"
"28","20160501OB-UV-2","bicyclogermacrene",34.367,18083401,"FC2"
"29","20160501OB-UV-2","alpha-bulnesene",34.592,28066396,"FC2"
"30","20160501OB-UV-2","gamma-cadinene",35.038,36734312,"FC2"
"31","20160501OB-UV-2","delta-cadinene",35.284,4940306,"FC2"
"32","20160501OB-UV-2","sesquiterpene b",35.55,2031661,"FC2"
"33","20160501OB-UV-2","alpha-cadinene",35.97,1616883,"FC2"
"34","20160501OB-UV-2","nerolidol",37.08,NA,"FC2"
"35","20160501OB-UV-2","epicubenol",38.984,3430447,"FC2"
"36","20160501OB-UV-2","tau-cadinol",40.008,27871539,"FC2"
