,EXP.ID,COMPOUND,RT,ABUNDANCE,PROFILE.ID
,20160515OB-UVC-1,β-Pinene,10.874,18867676,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,β-Myrcene,11.712,11995107,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Eucalyptol,13.51,217576163,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,β-cis-Ocimene,14.506,48924765,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Terpinolene,16.388,8680551,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Linalool,17.086,618587026,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,d-Camphor,19.026,5781045,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,endo-Borneol,20.078,11144493,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Terpinen-4-ol,20.669,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,α-Terpineol,21.32,32341946,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Bornyl acetate,25.781,13646077,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene a,28.041,15121500,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Eugenol,29.151,2122261881,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Copaene,29.729,8042935,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,trans-Methyl cinnamate,30.02,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene b,30.144,69095166,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,β-Elemene,30.446,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Methyleugenol,31.083,63787804,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,β-ylangene,31.525,14323955,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene c,31.942,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,trans-α-Bergamotene,32.311,241578307,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,caryophyllene,32.582,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene d,32.683,11109812,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Humulene,32.947,32665971,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,(E)-β-Famesene,33.219,47214328,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene e,33.339,17559642,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,γ-Muurolene,33.934,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene f,34.086,72033527,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,Isocaryophillene,34.27,18574055,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene g,34.712,37420038,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene h,34.831,14955495,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,δ-Guaiene,35.108,45179087,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,β-Bisabolene,35.256,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,γ-Cadinene,35.424,65034866,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,sesquiterpene i,35.832,17271943,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,α-Cadinene,36.339,,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,cubenol,39.305,8008266,20160515OB-UVC-1-C-I-1
,20160515OB-UVC-1,T-Cadinol,40.271,62898059,20160515OB-UVC-1-C-I-1
